filename	nwords	av_freq	mattr
file00913.txt	540	6.4630066585163295	0.5978004073319761
file00907.txt	1150	6.901560673334553	0.7038328792007268
file00091.txt	512	6.393751295104267	0.6163714902807788
file00085.txt	691	6.9627300447642995	0.6154828660436155
file00708.txt	993	7.028782961890762	0.672224576271189
file00052.txt	897	7.025707398112538	0.6818632075471727
file00734.txt	440	6.716539275064638	0.6835805626598463
file00720.txt	501	6.615718805834292	0.6977876106194696
file00046.txt	1222	7.212384726233147	0.6338789428815003
file00293.txt	939	7.053271848573424	0.6376404494382041
file01199.txt	775	6.548004406722451	0.6307988980716265
file00287.txt	1666	7.083569496375999	0.7622510822510795
file01172.txt	681	6.8964104356242	0.6496835443037985
file00278.txt	1108	6.9500950965732144	0.6972993389990587
file01166.txt	751	7.014522422590886	0.6419088319088342
file00536.txt	1069	6.74900311325488	0.5663529411764713
file00250.txt	1168	7.009058163720002	0.7301161751563918
file00244.txt	1332	7.047913425209304	0.6938113795791138
file00522.txt	1024	6.9924454663905315	0.640779487179488
file00481.txt	552	6.651738266303106	0.6708548707753476
file00495.txt	1279	6.73576395845779	0.6312845528455294
file01006.txt	938	6.978349657954423	0.64161979752531
file00318.txt	1337	7.177801311437368	0.7023447204968938
file01012.txt	560	6.908535970204137	0.6605088062622317
file00442.txt	1037	6.969765828045928	0.7285627530364371
file00324.txt	877	7.0960196602708825	0.7000483091787437
file00330.txt	1137	6.8385178229867885	0.7233272058823532
file00456.txt	697	6.946826630396238	0.633086419753088
file00867.txt	672	6.65583358178963	0.68478330658106
file00873.txt	1109	7.157519015126776	0.693207547169812
file00683.txt	692	6.754266038381657	0.7081493001555218
file00697.txt	1569	6.841124344536492	0.6980789473684201
file01204.txt	1386	6.980226387632695	0.7516828721017181
file00668.txt	920	6.850687364050976	0.6813777267508629
file01210.txt	910	7.2056392800861495	0.6741231126596965
file00126.txt	1132	6.713134008556607	0.7334810710988017
file01238.txt	1561	7.172804116820824	0.7046560846560868
file00898.txt	739	6.79968793873233	0.6564637681159444
file00640.txt	1375	7.079772038101811	0.6709954751131195
file00654.txt	1328	6.977417128264547	0.7004847537138362
file00132.txt	1119	7.145851773530498	0.6681308411214942
file00655.txt	830	7.3038412699008095	0.6307298335467373
file00133.txt	851	6.849395341928624	0.7276558603491262
file01239.txt	1788	6.937954696287545	0.7480966072455418
file00127.txt	1291	7.075705246412416	0.6946215780998406
file00641.txt	1402	7.30219271283014	0.7064597191426474
file00899.txt	877	6.832880467815404	0.6726570048309191
file00669.txt	634	6.914712218922827	0.7463247863247877
file01211.txt	1118	7.205295654798281	0.6997942001870885
file01205.txt	1388	7.05963128306483	0.6977296489917855
file00696.txt	607	6.883299856067514	0.7375268817204313
file00682.txt	1037	6.957471589226107	0.6437449392712551
file00872.txt	856	7.105606019959062	0.6414869888475847
file00866.txt	986	6.711753459822858	0.7402774813233721
file00331.txt	537	7.102936663014183	0.6801639344262317
file00457.txt	657	7.068820338345703	0.6238486842105276
file00443.txt	912	7.059685062302784	0.6706141367323312
file00325.txt	1582	7.418280459843666	0.6732420091324214
file01013.txt	1042	6.617519303568054	0.636153071500503
file00319.txt	1396	7.044451736368197	0.7379955456570166
file01007.txt	787	7.083473022059118	0.6374525745257468
file00494.txt	599	6.3684732064784395	0.6196727272727286
file00480.txt	549	6.9732458998830396	0.6579999999999998
file00245.txt	1018	7.024375583767356	0.6776470588235313
file00523.txt	739	6.77979242947798	0.6815652173913058
file00537.txt	480	6.796751034340292	0.6111368909512761
file00251.txt	159	5.5366967107296885	0.8103636363636365
file01167.txt	904	6.99812216159043	0.5975204678362588
file00279.txt	1018	6.757355697313057	0.7284829721362216
file01173.txt	1482	6.966759442681064	0.6606978367062105
